cDNA_length,cds_length,exon_nr,5_MAR_presence,3_MAR_presence,5_polyA_18_presence,5_CCGNN_2_5_presence,perc_go_hk_match,perc_go_ts_match,unsup_predicted
1635.0,570.0,,0.0,0.0,0.0,1.0,0.0,0.375,0
4087.0,2232.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3079.0,2667.0,,0.0,0.0,0.0,0.0,,,1
5204.0,2961.0,,0.0,0.0,0.0,0.0,0.0,0.8333333,0
3276.0,3186.0,,0.0,1.0,0.0,0.0,,,1
3270.0,2709.0,,0.0,1.0,0.0,0.0,,,1
2080.0,1488.0,,0.0,0.0,0.0,1.0,,,0
929.0,801.0,,0.0,0.0,0.0,1.0,0.0,0.1666667,1
6807.0,4491.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1693.0,1158.0,,0.0,0.0,0.0,1.0,0.3333333,0.3333333,0
1626.0,1092.0,,0.0,0.0,0.0,1.0,0.3333333,0.3333333,1
1201.0,927.0,,0.0,0.0,0.0,1.0,0.0,0.8333333,0
707.0,630.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
3878.0,1335.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
2499.0,2499.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
1668.0,1668.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
3756.0,3543.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
1104.0,420.0,,0.0,0.0,0.0,1.0,0.4,0.0,1
2365.0,2100.0,,0.0,0.0,0.0,0.0,0.0,0.4285714,0
4053.0,3645.0,,0.0,0.0,0.0,1.0,0.0,0.5,0
3587.0,3210.0,,0.0,0.0,0.0,1.0,0.0,0.5,0
948.0,948.0,1.0,0.0,1.0,0.0,0.0,,,0
948.0,948.0,1.0,0.0,1.0,0.0,0.0,,,0
2561.0,783.0,,0.0,0.0,1.0,0.0,0.0,0.5,0
2483.0,855.0,,0.0,0.0,1.0,0.0,0.0,0.5,0
2664.0,1080.0,8.0,0.0,0.0,0.0,0.0,,,1
1436.0,363.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1080.0,363.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1
903.0,372.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1
6192.0,3987.0,,0.0,0.0,0.0,1.0,,,1
4327.0,3972.0,,0.0,0.0,0.0,1.0,,,1
3868.0,2829.0,,0.0,0.0,0.0,1.0,,,1
1234.0,252.0,,0.0,0.0,0.0,1.0,,,1
1866.0,1218.0,,0.0,0.0,0.0,0.0,,,0
1416.0,1212.0,,0.0,0.0,0.0,0.0,0.0,0.2222222,0
4376.0,1770.0,,0.0,0.0,0.0,1.0,0.0,0.0,0
2335.0,1770.0,,0.0,0.0,0.0,1.0,0.0,0.0,0
9085.0,7950.0,,0.0,0.0,0.0,1.0,0.0,0.0714,0
7796.0,6243.0,,0.0,0.0,0.0,1.0,0.0,0.0714,0
8864.0,7704.0,,0.0,0.0,0.0,1.0,0.0,0.0714,0
2176.0,609.0,,0.0,0.0,0.0,1.0,,,1
1591.0,1020.0,11.0,0.0,0.0,0.0,0.0,0.0,0.5,0
636.0,459.0,5.0,0.0,0.0,0.0,1.0,0.27272729999999995,0.27272729999999995,1
1001.0,777.0,15.0,0.0,0.0,0.0,1.0,0.27272729999999995,0.27272729999999995,1
1026.0,738.0,14.0,0.0,0.0,0.0,1.0,0.27272729999999995,0.27272729999999995,1
1036.0,759.0,15.0,0.0,0.0,0.0,1.0,0.27272729999999995,0.27272729999999995,1
2090.0,771.0,6.0,0.0,0.0,0.0,0.0,,,1
2511.0,441.0,,0.0,0.0,0.0,0.0,0.0,0.25,0
6489.0,5517.0,,0.0,0.0,0.0,1.0,0.0,0.2857143,0
6492.0,5520.0,,0.0,0.0,0.0,1.0,0.0,0.2857143,0
2706.0,1428.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
2893.0,2709.0,,0.0,0.0,0.0,0.0,0.0,0.2,1
2434.0,1677.0,,0.0,0.0,0.0,0.0,0.0,0.2,0
914.0,654.0,,0.0,0.0,0.0,1.0,0.0,0.25,1
4581.0,3954.0,,0.0,0.0,0.0,0.0,0.0,1.0,0
589.0,429.0,3.0,0.0,0.0,1.0,0.0,0.0,0.4285714,0
576.0,429.0,3.0,0.0,0.0,1.0,0.0,0.0,0.4285714,0
539.0,429.0,3.0,0.0,0.0,1.0,0.0,0.0,0.4285714,0
414.0,414.0,3.0,0.0,0.0,1.0,0.0,0.0,0.4285714,0
484.0,429.0,3.0,0.0,0.0,1.0,0.0,0.0,0.4285714,0
408.0,408.0,3.0,0.0,0.0,1.0,0.0,0.0,0.4285714,0
5735.0,1404.0,,0.0,0.0,0.0,0.0,0.0,0.25,0
2803.0,1776.0,,0.0,0.0,0.0,0.0,0.0,0.25,0
2739.0,1776.0,,0.0,0.0,0.0,0.0,0.0,0.25,0
2539.0,1512.0,,0.0,0.0,0.0,0.0,0.0,0.25,0
2054.0,1206.0,,0.0,0.0,0.0,0.0,0.1666667,0.1666667,1
3192.0,2256.0,,0.0,0.0,0.0,1.0,0.0,0.0,1
2778.0,2256.0,,0.0,0.0,0.0,1.0,0.0,0.0,1
1008.0,423.0,,0.0,0.0,0.0,0.0,,,1
796.0,171.0,,1.0,0.0,1.0,1.0,,,0
3928.0,2289.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
3507.0,2286.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
3924.0,1254.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
4627.0,3258.0,,0.0,0.0,0.0,1.0,0.0,0.1,0
2594.0,1194.0,,0.0,0.0,0.0,1.0,0.0,0.125,1
2793.0,1995.0,,0.0,0.0,0.0,0.0,,,0
11444.0,11106.0,,0.0,0.0,0.0,1.0,0.0,0.14285710000000001,1
4840.0,2013.0,,0.0,0.0,0.0,1.0,0.0,0.14285710000000001,0
843.0,345.0,,0.0,0.0,0.0,0.0,0.0,1.0,0
3971.0,1443.0,,0.0,0.0,0.0,0.0,0.0,1.0,0
3935.0,1407.0,,0.0,0.0,0.0,0.0,0.0,1.0,0
270.0,270.0,,0.0,0.0,0.0,0.0,,,1
1403.0,1224.0,,0.0,0.0,0.0,1.0,0.0,0.0,0
1571.0,1239.0,,0.0,0.0,0.0,1.0,0.0,0.4285714,0
2492.0,1104.0,,0.0,0.0,0.0,1.0,0.0,0.0,0
1984.0,882.0,,1.0,0.0,0.0,0.0,0.125,0.0,0
3122.0,2244.0,,0.0,0.0,0.0,0.0,0.0,0.4444444,0
2904.0,2016.0,,0.0,0.0,0.0,0.0,0.0,0.4444444,0
3258.0,2178.0,,0.0,0.0,0.0,0.0,0.0,0.4444444,0
2164.0,834.0,,0.0,0.0,1.0,0.0,0.0,0.4,0
2060.0,606.0,,0.0,0.0,1.0,0.0,0.0,0.4,0
1073.0,597.0,,0.0,0.0,0.0,1.0,,,1
3178.0,1386.0,,0.0,0.0,0.0,1.0,,,1
3078.0,984.0,,1.0,0.0,1.0,0.0,,,1
6639.0,2022.0,,1.0,0.0,1.0,0.0,,,0
907.0,669.0,,0.0,0.0,0.0,1.0,0.0,0.0,0
1515.0,552.0,,0.0,0.0,0.0,1.0,0.5,0.0,1
2959.0,2508.0,,0.0,0.0,0.0,1.0,0.1,0.1,0
2709.0,2262.0,,0.0,0.0,0.0,1.0,0.1,0.1,0
964.0,801.0,6.0,0.0,0.0,0.0,1.0,,,0
544.0,324.0,3.0,0.0,0.0,0.0,1.0,,,1
1502.0,951.0,10.0,0.0,0.0,0.0,1.0,,,0
1949.0,1425.0,10.0,0.0,0.0,0.0,0.0,0.0833,0.25,0
2624.0,1419.0,12.0,0.0,0.0,1.0,1.0,0.5,0.0,1
662.0,567.0,,0.0,0.0,0.0,0.0,,,0
6117.0,3951.0,,0.0,0.0,1.0,1.0,0.0,0.0,0
2093.0,1773.0,,0.0,0.0,0.0,1.0,0.0,0.1666667,1
576.0,429.0,,0.0,0.0,0.0,0.0,0.0,0.1666667,1
3428.0,2865.0,,0.0,0.0,0.0,1.0,0.0,0.2,1
2809.0,1266.0,15.0,0.0,0.0,0.0,1.0,,,1
2648.0,1752.0,7.0,0.0,0.0,0.0,0.0,,,0
3482.0,1443.0,,0.0,0.0,0.0,0.0,0.0,0.5,0
1602.0,1392.0,,0.0,0.0,1.0,0.0,0.0,0.5,0
601.0,216.0,,0.0,0.0,1.0,0.0,0.0,0.5,1
525.0,321.0,,0.0,0.0,1.0,0.0,0.0,0.5,0
1825.0,627.0,,0.0,0.0,0.0,0.0,,,0
1608.0,336.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
2357.0,852.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
3023.0,2055.0,,0.0,0.0,1.0,0.0,,,0
2481.0,2049.0,,0.0,0.0,1.0,0.0,,,1
4414.0,3207.0,,1.0,0.0,0.0,1.0,0.0,0.2,0
4056.0,1788.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3960.0,1692.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1662.0,1422.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,1
1433.0,1389.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0
1112.0,963.0,11.0,1.0,0.0,1.0,0.0,0.6,0.0,1
1902.0,1413.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0
1663.0,723.0,6.0,0.0,0.0,0.0,1.0,,,0
1958.0,876.0,8.0,0.0,0.0,0.0,1.0,,,0
5400.0,4851.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0833,0
5448.0,4899.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0833,0
2302.0,1665.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3917.0,1908.0,,0.0,0.0,0.0,0.0,0.0,0.38461540000000005,0
3558.0,2187.0,,0.0,0.0,0.0,0.0,0.0,0.38461540000000005,0
2108.0,1908.0,,0.0,0.0,0.0,0.0,0.0,0.38461540000000005,0
2143.0,366.0,,0.0,0.0,0.0,1.0,0.0,0.1111111,0
1562.0,726.0,,0.0,0.0,0.0,1.0,0.0,0.1111111,0
2561.0,1545.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
6030.0,5616.0,,0.0,0.0,1.0,1.0,0.0,0.4,0
2076.0,1065.0,,0.0,0.0,0.0,0.0,0.0,0.4285714,0
2424.0,1155.0,,0.0,0.0,0.0,0.0,0.0,0.4285714,0
2279.0,1155.0,,0.0,0.0,0.0,0.0,0.0,0.4285714,0
2000.0,1401.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
2839.0,1392.0,,1.0,0.0,0.0,0.0,0.0,0.0,0
2177.0,1392.0,,1.0,0.0,0.0,0.0,0.0,0.0,1
8203.0,4677.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0
7118.0,5541.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1946.0,1572.0,,0.0,0.0,0.0,1.0,0.0,0.3333333,0
2519.0,2313.0,,0.0,0.0,0.0,1.0,0.0,0.25,0
2073.0,501.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
2500.0,2160.0,,1.0,0.0,1.0,0.0,,,0
5485.0,3522.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5252.0,3906.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4406.0,3135.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6762.0,6762.0,,0.0,0.0,0.0,0.0,0.0,0.5714286,0
1134.0,933.0,,0.0,0.0,0.0,0.0,0.0,0.14285710000000001,1
2108.0,1845.0,,0.0,0.0,1.0,0.0,,,0
1473.0,927.0,,0.0,0.0,0.0,0.0,,,0
1752.0,1242.0,,0.0,0.0,0.0,0.0,,,0
1302.0,1020.0,,0.0,0.0,1.0,0.0,0.0,0.2857143,0
1570.0,1014.0,,0.0,0.0,0.0,1.0,0.0,0.0,1
4469.0,657.0,4.0,1.0,0.0,1.0,1.0,0.0,0.3333333,0
1360.0,900.0,,0.0,1.0,0.0,0.0,0.0,0.5,0
1418.0,900.0,,0.0,1.0,0.0,0.0,0.0,0.5,0
1742.0,1740.0,20.0,0.0,0.0,0.0,0.0,0.3333333,0.0,1
2899.0,2703.0,24.0,0.0,0.0,0.0,0.0,0.3333333,0.0,1
2908.0,2712.0,24.0,0.0,0.0,0.0,0.0,0.3333333,0.0,1
1742.0,1740.0,20.0,0.0,0.0,0.0,0.0,0.3333333,0.0,1
2899.0,2703.0,24.0,0.0,0.0,0.0,0.0,0.3333333,0.0,1
2908.0,2712.0,24.0,0.0,0.0,0.0,0.0,0.3333333,0.0,1
5520.0,546.0,5.0,0.0,0.0,0.0,0.0,,,1
1879.0,1491.0,12.0,0.0,0.0,0.0,0.0,0.0,0.1666667,0
2042.0,486.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1666667,0
1501.0,210.0,4.0,0.0,0.0,0.0,0.0,,,0
1501.0,210.0,4.0,0.0,0.0,0.0,0.0,,,0
1501.0,210.0,4.0,0.0,0.0,0.0,0.0,,,0
1501.0,210.0,4.0,0.0,0.0,0.0,0.0,,,0
2467.0,1479.0,,0.0,1.0,1.0,1.0,0.0,0.0,0
1344.0,741.0,,0.0,0.0,0.0,0.0,0.2,0.0,1
6597.0,5349.0,,0.0,1.0,0.0,0.0,0.1666667,0.0,1
6111.0,5052.0,,0.0,1.0,0.0,0.0,0.1666667,0.0,1
1925.0,423.0,,0.0,1.0,0.0,0.0,0.1666667,0.0,1
6287.0,5055.0,,0.0,1.0,0.0,0.0,0.1666667,0.0,1
27652.0,26394.0,,1.0,0.0,0.0,0.0,0.0,0.27272729999999995,0
3801.0,2949.0,,1.0,0.0,0.0,0.0,0.0,0.27272729999999995,0
3590.0,2934.0,,1.0,0.0,0.0,0.0,0.0,0.27272729999999995,0
27435.0,26250.0,,1.0,0.0,0.0,0.0,0.0,0.27272729999999995,0
5698.0,2949.0,,1.0,0.0,0.0,0.0,0.0,0.27272729999999995,0
27366.0,9966.0,,1.0,0.0,0.0,0.0,0.0,0.27272729999999995,0
735.0,735.0,,0.0,0.0,0.0,0.0,0.2,0.0,1
3434.0,2886.0,,0.0,0.0,1.0,0.0,0.0,0.14285710000000001,1
2536.0,2172.0,,0.0,0.0,0.0,0.0,0.0,0.5,0
2201.0,1791.0,,0.0,0.0,0.0,0.0,0.0,0.5,0
1964.0,1656.0,,0.0,0.0,0.0,0.0,0.0,0.5,0
2197.0,1797.0,,0.0,0.0,0.0,0.0,0.0,0.5714286,0
2783.0,1794.0,,0.0,0.0,0.0,0.0,0.0,0.5714286,0
2411.0,1155.0,,0.0,0.0,0.0,1.0,,,0
618.0,618.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
2536.0,339.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
1047.0,750.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
1052.0,750.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
2809.0,1593.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
2860.0,1122.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
2147.0,1122.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
2791.0,1575.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
2809.0,1122.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
684.0,516.0,,0.0,0.0,1.0,0.0,0.2857143,0.0,1
1173.0,633.0,,0.0,0.0,1.0,0.0,0.0,0.0,0
3127.0,2322.0,,0.0,0.0,0.0,0.0,0.0,0.1111111,1
3661.0,2544.0,,0.0,0.0,0.0,0.0,0.0,0.1111111,0
273.0,273.0,,0.0,0.0,0.0,0.0,,,1
2772.0,1830.0,,0.0,0.0,0.0,0.0,0.0,0.2,1
2648.0,2001.0,,0.0,0.0,0.0,0.0,0.0,0.2,0
1782.0,1743.0,,0.0,0.0,0.0,0.0,0.0,0.2,0
1135.0,372.0,,0.0,1.0,0.0,0.0,0.0,0.75,0
2931.0,2112.0,,0.0,0.0,0.0,0.0,0.0,0.14285710000000001,0
2779.0,1827.0,,0.0,0.0,0.0,0.0,0.0,0.14285710000000001,1
2773.0,1821.0,,0.0,0.0,0.0,0.0,0.0,0.14285710000000001,1
2925.0,2106.0,,0.0,0.0,0.0,0.0,0.0,0.14285710000000001,0
957.0,957.0,,0.0,0.0,0.0,0.0,0.0,0.2222222,0
3413.0,894.0,,0.0,0.0,0.0,0.0,0.0,0.2222222,0
5412.0,1704.0,,0.0,0.0,0.0,0.0,,,0
1499.0,777.0,,0.0,1.0,0.0,1.0,0.0,0.2,1
1048.0,294.0,,0.0,0.0,0.0,0.0,0.0,0.6,0
618.0,300.0,,0.0,1.0,0.0,0.0,,,0
1330.0,681.0,9.0,0.0,0.0,0.0,0.0,0.5,0.0,1
1748.0,981.0,,0.0,0.0,0.0,0.0,0.0,1.0,1
2276.0,1281.0,,0.0,0.0,0.0,0.0,0.0,1.0,0
1425.0,1287.0,,0.0,0.0,0.0,0.0,0.0,1.0,0
1988.0,1254.0,,0.0,0.0,0.0,0.0,0.0,1.0,0
1061.0,1002.0,,0.0,0.0,0.0,0.0,0.0,1.0,0
3052.0,2400.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
1386.0,567.0,,0.0,0.0,1.0,0.0,0.0,0.0,0
1286.0,804.0,,1.0,0.0,1.0,0.0,0.0,0.0,1
1113.0,750.0,,1.0,0.0,1.0,0.0,0.0,0.0,0
2819.0,1422.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1
891.0,453.0,5.0,0.0,0.0,0.0,0.0,0.0,0.75,0
744.0,255.0,4.0,0.0,0.0,0.0,0.0,0.0,0.75,0
1910.0,633.0,,0.0,0.0,0.0,1.0,0.0,0.0,1
7393.0,3654.0,,0.0,0.0,0.0,0.0,,,0
4358.0,3342.0,,0.0,0.0,0.0,0.0,,,1
779.0,480.0,,0.0,0.0,0.0,0.0,,,1
1179.0,558.0,,0.0,0.0,0.0,0.0,0.5,0.0,1
2428.0,951.0,,0.0,0.0,0.0,1.0,0.0,0.3333333,0
1826.0,345.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
446.0,243.0,,0.0,1.0,0.0,0.0,0.2857143,0.0,1
1478.0,825.0,,0.0,0.0,0.0,0.0,,,0
947.0,786.0,,0.0,0.0,0.0,0.0,,,0
4723.0,2478.0,10.0,0.0,0.0,0.0,1.0,0.0,0.1666667,0
3624.0,1062.0,9.0,0.0,0.0,0.0,1.0,0.0,0.1666667,0
4589.0,2793.0,10.0,0.0,0.0,0.0,1.0,0.0,0.1666667,0
1566.0,1218.0,10.0,0.0,0.0,0.0,0.0,0.0,0.25,0
2047.0,312.0,,0.0,0.0,0.0,0.0,0.0,0.4444444,0
3224.0,1548.0,,0.0,0.0,0.0,0.0,0.0,0.4444444,0
2377.0,1545.0,,0.0,0.0,0.0,0.0,0.0,0.4444444,0
2047.0,312.0,,0.0,0.0,0.0,0.0,0.0,0.4444444,0
3224.0,1548.0,,0.0,0.0,0.0,0.0,0.0,0.4444444,0
2377.0,1545.0,,0.0,0.0,0.0,0.0,0.0,0.4444444,0
2602.0,1428.0,,0.0,0.0,0.0,1.0,0.0,0.25,0
2327.0,921.0,,0.0,0.0,0.0,0.0,0.0,0.5714286,0
5674.0,1914.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
3374.0,1875.0,,0.0,0.0,1.0,0.0,0.0,0.2,0
3315.0,1875.0,,0.0,0.0,1.0,0.0,0.0,0.2,0
855.0,855.0,,0.0,1.0,0.0,0.0,0.0,0.25,0
2383.0,2262.0,,0.0,0.0,0.0,0.0,0.0,0.4444444,0
2234.0,504.0,,0.0,0.0,0.0,0.0,0.0,0.4444444,0
1632.0,1632.0,9.0,0.0,0.0,1.0,0.0,0.0,0.1818182,0
1707.0,1707.0,10.0,0.0,0.0,1.0,0.0,0.0,0.1818182,1
1375.0,1233.0,,0.0,0.0,0.0,1.0,,,1
757.0,756.0,,0.0,0.0,0.0,1.0,,,1
2380.0,1959.0,,0.0,0.0,1.0,0.0,0.0,0.2857143,0
2041.0,1803.0,,0.0,0.0,1.0,0.0,0.0,0.2857143,0
3187.0,381.0,,0.0,0.0,1.0,0.0,0.0,0.2857143,0
4565.0,522.0,4.0,0.0,0.0,0.0,1.0,0.5,0.0,1
2769.0,1278.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1964.0,1737.0,17.0,0.0,0.0,0.0,1.0,0.0,0.6,0
6609.0,2388.0,22.0,0.0,0.0,1.0,1.0,0.0,1.0,1
4367.0,2442.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2674.0,1692.0,9.0,0.0,0.0,0.0,0.0,,,0
3001.0,1947.0,10.0,0.0,0.0,0.0,0.0,,,0
3277.0,2715.0,17.0,0.0,0.0,0.0,0.0,,,1
6674.0,2355.0,14.0,0.0,0.0,0.0,1.0,0.0,0.1666667,1
5679.0,1365.0,16.0,0.0,0.0,0.0,0.0,0.0,0.1666667,0
3563.0,1920.0,11.0,0.0,0.0,0.0,0.0,0.0,0.1666667,0
3964.0,1869.0,13.0,0.0,0.0,0.0,1.0,0.0,0.5,0
2132.0,1869.0,15.0,0.0,0.0,0.0,1.0,0.0,0.5,0
3176.0,2274.0,,0.0,0.0,0.0,1.0,0.0,0.375,0
1391.0,1263.0,,0.0,1.0,0.0,0.0,0.0,0.3333333,0
1341.0,1335.0,,0.0,0.0,1.0,0.0,0.0,0.25,0
1995.0,1383.0,,0.0,0.0,0.0,1.0,0.0,0.1666667,0
1266.0,1266.0,,0.0,0.0,1.0,0.0,0.0,0.3333333,0
2259.0,993.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
1050.0,741.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
2097.0,2097.0,,1.0,0.0,0.0,0.0,0.0,0.5,0
1998.0,912.0,,0.0,0.0,0.0,0.0,0.0,0.375,0
3097.0,1338.0,,0.0,0.0,0.0,0.0,0.0,0.375,0
3045.0,1338.0,,0.0,0.0,0.0,0.0,0.0,0.375,0
3037.0,2055.0,,0.0,0.0,0.0,1.0,0.0,0.1111111,0
1606.0,1356.0,,0.0,0.0,0.0,1.0,0.0,0.2,0
3210.0,804.0,,0.0,0.0,0.0,1.0,0.0,0.0,1
439.0,411.0,,0.0,0.0,0.0,0.0,1.0,0.0,1
484.0,411.0,,0.0,0.0,0.0,0.0,1.0,0.0,1
1396.0,618.0,,0.0,0.0,0.0,1.0,0.0,0.0,1
685.0,615.0,,0.0,0.0,0.0,1.0,0.0,0.0,1
4023.0,2292.0,,0.0,0.0,0.0,0.0,0.0,0.27272729999999995,0
4348.0,3306.0,,0.0,0.0,0.0,1.0,0.0,0.0909,0
4318.0,3276.0,,0.0,0.0,0.0,1.0,0.0,0.0909,1
1100.0,531.0,,0.0,0.0,1.0,0.0,,,0
780.0,528.0,,0.0,0.0,0.0,0.0,0.0,0.5555555999999999,0
2662.0,2271.0,,0.0,0.0,0.0,0.0,0.0,0.2857143,0
249.0,249.0,,0.0,1.0,1.0,0.0,,,1
585.0,300.0,,0.0,0.0,0.0,0.0,0.0,0.1666667,1
2102.0,2058.0,,0.0,0.0,0.0,0.0,0.14285710000000001,0.14285710000000001,0
4738.0,4458.0,,0.0,0.0,0.0,0.0,0.14285710000000001,0.14285710000000001,0
8319.0,7854.0,,0.0,0.0,0.0,0.0,0.14285710000000001,0.14285710000000001,0
691.0,303.0,,0.0,0.0,0.0,0.0,0.14285710000000001,0.14285710000000001,1
3234.0,2601.0,,0.0,0.0,0.0,0.0,0.14285710000000001,0.14285710000000001,0
8187.0,7629.0,,0.0,0.0,0.0,0.0,0.14285710000000001,0.14285710000000001,0
2102.0,2058.0,,0.0,0.0,0.0,0.0,0.14285710000000001,0.14285710000000001,0
4738.0,4458.0,,0.0,0.0,0.0,0.0,0.14285710000000001,0.14285710000000001,0
8319.0,7854.0,,0.0,0.0,0.0,0.0,0.14285710000000001,0.14285710000000001,0
691.0,303.0,,0.0,0.0,0.0,0.0,0.14285710000000001,0.14285710000000001,1
3234.0,2601.0,,0.0,0.0,0.0,0.0,0.14285710000000001,0.14285710000000001,0
8187.0,7629.0,,0.0,0.0,0.0,0.0,0.14285710000000001,0.14285710000000001,0
4687.0,3765.0,,0.0,0.0,0.0,0.0,0.0,0.2857143,0
2533.0,666.0,,0.0,0.0,0.0,0.0,0.5,0.0,1
604.0,468.0,,0.0,0.0,0.0,0.0,0.5,0.0,1
2864.0,420.0,,0.0,0.0,1.0,0.0,0.5,0.0,1
2700.0,444.0,,0.0,0.0,1.0,0.0,0.5,0.0,1
288.0,288.0,3.0,0.0,0.0,0.0,0.0,,,0
288.0,288.0,3.0,0.0,0.0,0.0,0.0,,,0
288.0,288.0,3.0,0.0,0.0,0.0,0.0,,,0
288.0,288.0,3.0,0.0,0.0,0.0,0.0,,,0
4185.0,2925.0,,1.0,0.0,0.0,0.0,0.0,0.0,0
1997.0,1569.0,,0.0,0.0,1.0,0.0,,,0
3751.0,2379.0,24.0,0.0,0.0,0.0,0.0,0.0,0.3333333,0
3652.0,2280.0,23.0,0.0,0.0,0.0,0.0,0.0,0.3333333,0
2006.0,768.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3333333,0
5319.0,2280.0,22.0,0.0,0.0,0.0,0.0,0.0,0.3333333,0
676.0,450.0,4.0,0.0,0.0,0.0,1.0,0.6,0.0,1
2274.0,765.0,10.0,0.0,0.0,0.0,1.0,,,0
2365.0,765.0,11.0,0.0,0.0,0.0,1.0,,,0
1930.0,558.0,9.0,0.0,0.0,0.0,1.0,,,1
2118.0,1929.0,,0.0,0.0,0.0,1.0,,,0
4443.0,2523.0,,0.0,0.0,0.0,1.0,,,1
4473.0,2883.0,,0.0,0.0,0.0,1.0,,,1
1619.0,681.0,4.0,0.0,0.0,0.0,0.0,,,0
1848.0,510.0,4.0,0.0,0.0,0.0,0.0,,,1
1694.0,1389.0,9.0,0.0,0.0,0.0,0.0,0.5,0.0,1
1974.0,1263.0,8.0,0.0,0.0,0.0,0.0,0.5,0.0,1
1246.0,891.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1353.0,1026.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0
3666.0,2013.0,21.0,0.0,0.0,1.0,1.0,0.0,0.1,0
3617.0,333.0,22.0,0.0,0.0,1.0,1.0,0.0,0.1,1
1525.0,678.0,,0.0,0.0,0.0,0.0,0.0,0.2,0
1272.0,459.0,,0.0,0.0,1.0,1.0,0.0,0.2,1
1316.0,927.0,8.0,0.0,0.0,0.0,0.0,0.0,0.4,0
540.0,540.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4,0
3967.0,246.0,3.0,0.0,0.0,0.0,0.0,,,1
9372.0,7407.0,7.0,0.0,0.0,0.0,1.0,0.0,0.8,0
1297.0,867.0,,0.0,0.0,1.0,0.0,0.0,0.0,0
4006.0,1284.0,,0.0,0.0,0.0,1.0,0.0,0.14285710000000001,0
4138.0,2742.0,,0.0,0.0,0.0,0.0,1.0,0.0,1
4076.0,1290.0,,0.0,0.0,0.0,0.0,1.0,0.0,1
1453.0,1260.0,,0.0,1.0,0.0,1.0,0.0,0.5,0
1598.0,1260.0,,0.0,1.0,0.0,1.0,0.0,0.5,0
4605.0,816.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
1730.0,1311.0,,0.0,0.0,0.0,0.0,0.0,0.6666667,0
4013.0,2148.0,,0.0,0.0,0.0,0.0,0.0,1.0,0
5926.0,4830.0,,1.0,0.0,0.0,0.0,,,1
4662.0,4662.0,,1.0,0.0,0.0,0.0,,,0
4818.0,4692.0,,1.0,0.0,0.0,0.0,,,1
