cDNA_length,cds_length,exon_nr,5_MAR_presence,3_MAR_presence,5_polyA_18_presence,5_CCGNN_2_5_presence,perc_go_hk_match,perc_go_ts_match,unsup_predicted
956.0,507.0,,0.0,0.0,0.0,1.0,0.0,0.4,0
2100.0,1560.0,13.0,0.0,0.0,0.0,0.0,0.0,0.1818182,0
1228.0,558.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2429.0,924.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0
582.0,582.0,,0.0,0.0,0.0,0.0,0.0,0.25,0
2407.0,2256.0,,0.0,0.0,0.0,0.0,0.0,0.25,0
3113.0,1098.0,,0.0,1.0,0.0,0.0,0.0,0.6666667,0
2875.0,1083.0,,0.0,1.0,0.0,0.0,0.0,0.6666667,0
2875.0,1068.0,,0.0,1.0,0.0,0.0,0.0,0.6666667,0
6191.0,4758.0,27.0,0.0,0.0,0.0,0.0,0.25,0.0,1
2437.0,2412.0,18.0,0.0,0.0,0.0,0.0,0.0,0.1818182,0
2402.0,813.0,,0.0,0.0,0.0,0.0,0.0,0.5,0
2300.0,813.0,,0.0,0.0,0.0,0.0,0.0,0.5,0
1051.0,708.0,,0.0,0.0,0.0,1.0,,,1
2454.0,834.0,7.0,0.0,0.0,0.0,0.0,0.0,0.625,0
3972.0,1968.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
4528.0,1539.0,6.0,0.0,0.0,0.0,1.0,0.0,0.3333333,0
1777.0,1449.0,14.0,0.0,0.0,0.0,0.0,0.0,0.1111111,0
2133.0,1452.0,14.0,0.0,0.0,0.0,0.0,0.0,0.1111111,1
1221.0,1026.0,9.0,0.0,0.0,0.0,0.0,0.0,0.1111111,0
1413.0,774.0,9.0,0.0,0.0,0.0,0.0,0.0,0.1111111,1
1977.0,477.0,,0.0,0.0,0.0,1.0,0.0,0.0,0
2073.0,471.0,,0.0,0.0,0.0,1.0,0.0,0.0,0
6467.0,4971.0,,0.0,0.0,0.0,0.0,0.0,0.14285710000000001,1
2054.0,1566.0,,0.0,0.0,0.0,0.0,0.0,0.3333333,0
3765.0,1569.0,,0.0,0.0,0.0,0.0,0.0,0.3333333,0
3901.0,822.0,,0.0,0.0,0.0,0.0,0.0,0.3333333,0
3636.0,1440.0,,0.0,0.0,0.0,0.0,0.0,0.3333333,0
3993.0,1569.0,,0.0,0.0,0.0,0.0,0.0,0.3333333,0
2200.0,1443.0,,0.0,1.0,0.0,0.0,0.1111111,0.2222222,0
1799.0,1389.0,,0.0,1.0,0.0,0.0,0.1111111,0.2222222,0
1283.0,666.0,,0.0,1.0,0.0,0.0,0.1111111,0.2222222,0
2056.0,1338.0,,0.0,1.0,0.0,0.0,0.1111111,0.2222222,0
879.0,879.0,,0.0,1.0,0.0,0.0,0.1111111,0.2222222,0
1335.0,1047.0,,0.0,1.0,0.0,0.0,0.1111111,0.2222222,0
1619.0,903.0,,0.0,1.0,0.0,0.0,0.1111111,0.2222222,0
1313.0,813.0,,0.0,1.0,0.0,0.0,0.1111111,0.2222222,0
1421.0,915.0,,1.0,0.0,0.0,0.0,0.0,0.6666667,0
1087.0,756.0,,1.0,0.0,0.0,0.0,0.0,0.6666667,0
2193.0,1326.0,10.0,0.0,0.0,0.0,1.0,,,0
1899.0,1032.0,8.0,0.0,0.0,0.0,1.0,,,1
3097.0,2448.0,,1.0,0.0,1.0,0.0,0.0,0.1111111,0
1627.0,1176.0,9.0,0.0,1.0,0.0,0.0,0.0,0.4,0
2068.0,1977.0,12.0,0.0,0.0,0.0,0.0,0.0,0.3333333,0
2151.0,1974.0,12.0,0.0,0.0,0.0,0.0,0.0,0.3333333,0
1037.0,543.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
6861.0,2073.0,,0.0,0.0,0.0,0.0,,,1
2587.0,1104.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
7092.0,5955.0,,0.0,0.0,0.0,1.0,0.0,0.25,0
2146.0,699.0,,0.0,0.0,0.0,0.0,0.0,0.1666667,0
651.0,609.0,,0.0,0.0,0.0,0.0,0.0,0.1666667,1
961.0,720.0,,0.0,0.0,0.0,0.0,0.0,0.1666667,0
1493.0,903.0,8.0,1.0,0.0,0.0,0.0,0.0,0.2222222,0
2227.0,1380.0,10.0,0.0,0.0,0.0,1.0,0.125,0.0,0
3058.0,2730.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
2989.0,2661.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
3691.0,3372.0,,0.0,1.0,0.0,0.0,0.0,0.0,1
2456.0,1563.0,16.0,0.0,0.0,0.0,1.0,0.0,0.14285710000000001,0
3546.0,1518.0,16.0,0.0,0.0,0.0,1.0,0.0,0.14285710000000001,0
2833.0,1950.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0
2265.0,1950.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1188.0,984.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
3620.0,1518.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
2044.0,1242.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
5500.0,1674.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
1457.0,483.0,,0.0,0.0,0.0,1.0,0.0,0.0,1
3409.0,2712.0,,0.0,0.0,0.0,0.0,0.0,0.25,0
741.0,741.0,,0.0,0.0,0.0,0.0,0.0,0.25,0
3859.0,3381.0,,0.0,0.0,0.0,0.0,0.0,0.25,0
665.0,471.0,5.0,0.0,0.0,0.0,0.0,0.0,0.125,0
3572.0,1236.0,,0.0,1.0,0.0,0.0,0.0,0.0,0
1967.0,1734.0,,0.0,0.0,1.0,1.0,0.0833,0.1666667,1
2033.0,1632.0,,0.0,0.0,1.0,1.0,0.0833,0.1666667,0
2891.0,1323.0,,1.0,0.0,1.0,0.0,0.0,0.0,1
1745.0,1308.0,,1.0,0.0,1.0,0.0,0.0,0.0,0
2891.0,1323.0,,1.0,0.0,1.0,0.0,0.0,0.0,1
2906.0,2439.0,19.0,0.0,1.0,0.0,0.0,0.0,0.5,0
2184.0,1689.0,5.0,0.0,0.0,0.0,0.0,0.0,0.25,0
3135.0,2028.0,,0.0,0.0,0.0,1.0,0.0,0.4285714,0
2700.0,1758.0,,0.0,0.0,0.0,0.0,,,0
2178.0,1605.0,,0.0,0.0,0.0,0.0,,,0
2029.0,1665.0,,0.0,0.0,0.0,0.0,,,0
3277.0,2475.0,,0.0,0.0,0.0,0.0,0.0,0.14285710000000001,1
3636.0,2736.0,,0.0,0.0,0.0,0.0,0.0,0.5,0
327.0,327.0,,0.0,0.0,0.0,0.0,0.0,0.5,0
1735.0,1425.0,,0.0,0.0,0.0,0.0,0.0,0.0909,0
1774.0,1425.0,,0.0,0.0,0.0,0.0,0.0,0.0909,0
3470.0,1425.0,,0.0,0.0,0.0,0.0,0.0,0.0909,0
3518.0,1473.0,,0.0,0.0,0.0,0.0,0.0,0.0909,0
2277.0,807.0,7.0,0.0,0.0,0.0,0.0,0.0,0.4285714,0
3016.0,2211.0,15.0,0.0,0.0,0.0,0.0,0.0,0.2857143,0
1368.0,954.0,6.0,0.0,0.0,1.0,0.0,0.0,0.75,0
5341.0,3357.0,,0.0,0.0,0.0,1.0,0.0,0.0,0
3968.0,1080.0,13.0,1.0,0.0,0.0,0.0,0.0,0.5,0
1225.0,897.0,,0.0,0.0,0.0,1.0,0.0,0.375,0
2183.0,747.0,,1.0,0.0,1.0,1.0,,,0
2295.0,942.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
597.0,354.0,,1.0,0.0,0.0,0.0,0.125,0.125,1
741.0,480.0,,1.0,0.0,0.0,0.0,0.125,0.125,1
4055.0,2124.0,12.0,0.0,0.0,0.0,0.0,0.2,0.0,1
2315.0,765.0,,0.0,0.0,0.0,0.0,0.0,0.14285710000000001,0
2142.0,555.0,,0.0,0.0,0.0,0.0,0.0,0.14285710000000001,0
5663.0,4503.0,26.0,0.0,0.0,0.0,0.0,,,0
3001.0,2589.0,,0.0,0.0,0.0,1.0,0.0833,0.1666667,0
3432.0,2769.0,,0.0,0.0,0.0,1.0,0.0833,0.1666667,1
2255.0,1998.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2132.0,1761.0,14.0,0.0,0.0,0.0,0.0,0.0,0.4,0
2718.0,2325.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2406.0,2034.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2611.0,2232.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2243.0,1104.0,,0.0,1.0,0.0,1.0,,,0
2105.0,1104.0,,0.0,1.0,0.0,1.0,,,0
3397.0,1776.0,16.0,0.0,0.0,0.0,1.0,0.0,0.25,0
3026.0,1617.0,9.0,0.0,0.0,0.0,1.0,,,0
2870.0,1362.0,8.0,0.0,0.0,0.0,1.0,,,1
2726.0,1617.0,7.0,0.0,0.0,0.0,1.0,,,1
627.0,627.0,,0.0,0.0,0.0,0.0,0.1666667,0.0,1
3660.0,1257.0,,0.0,0.0,0.0,1.0,0.0,0.625,0
2343.0,1566.0,13.0,0.0,0.0,0.0,1.0,0.0,0.4,0
3524.0,1251.0,9.0,0.0,0.0,0.0,1.0,0.0,0.4,0
2260.0,1389.0,12.0,0.0,0.0,0.0,1.0,0.0,0.4,0
2343.0,1068.0,13.0,0.0,0.0,0.0,1.0,0.0,0.4,0
8675.0,7329.0,32.0,0.0,0.0,0.0,1.0,0.0,0.2,0
3694.0,2772.0,4.0,0.0,0.0,0.0,1.0,0.0,0.2,1
7659.0,5574.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
5394.0,5394.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
6954.0,5724.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
3215.0,2238.0,,0.0,0.0,1.0,0.0,0.0,0.27272729999999995,0
3311.0,2334.0,,0.0,0.0,1.0,0.0,0.0,0.27272729999999995,0
2393.0,1068.0,,0.0,0.0,0.0,1.0,0.0,0.3333333,0
4805.0,2307.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
5185.0,2346.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
1861.0,339.0,,0.0,0.0,1.0,1.0,,,1
1146.0,1005.0,,0.0,0.0,1.0,1.0,,,0
3173.0,1839.0,,0.0,0.0,0.0,0.0,0.0,0.75,0
1980.0,1779.0,,0.0,0.0,0.0,1.0,0.0,0.0,0
7139.0,5577.0,,0.0,0.0,0.0,1.0,0.0,0.0,1
5340.0,5340.0,,0.0,0.0,0.0,1.0,0.0,0.0,1
717.0,717.0,,0.0,0.0,0.0,1.0,0.0,0.0,0
2511.0,1356.0,,0.0,0.0,0.0,1.0,0.0,0.0,1
1990.0,408.0,,0.0,0.0,0.0,1.0,0.0,0.0,1
375.0,372.0,,0.0,0.0,0.0,1.0,0.0,0.0,1
1713.0,729.0,,0.0,0.0,0.0,1.0,0.0,0.0,0
6529.0,5577.0,,0.0,0.0,0.0,1.0,0.0,0.0,0
1789.0,1296.0,,0.0,0.0,0.0,1.0,,,1
240.0,240.0,,0.0,0.0,0.0,1.0,,,1
3048.0,1341.0,3.0,0.0,0.0,0.0,1.0,0.125,0.125,0
4153.0,1131.0,2.0,0.0,0.0,0.0,1.0,0.125,0.125,1
5482.0,4140.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
2252.0,1902.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1576.0,1536.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
14733.0,13920.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
4033.0,825.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
3490.0,1287.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
3421.0,1287.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
4630.0,3345.0,,0.0,0.0,0.0,0.0,0.0,0.27272729999999995,0
2616.0,2616.0,,0.0,0.0,0.0,0.0,0.0,0.27272729999999995,0
2868.0,2868.0,,0.0,0.0,0.0,0.0,0.0,0.27272729999999995,0
2934.0,2934.0,,0.0,0.0,0.0,0.0,0.0,0.27272729999999995,0
2289.0,1224.0,,1.0,0.0,1.0,1.0,0.0,0.0,0
4489.0,3201.0,,0.0,0.0,0.0,1.0,0.0,0.14285710000000001,1
4559.0,3156.0,,0.0,0.0,0.0,1.0,0.0,0.14285710000000001,0
2996.0,2418.0,9.0,1.0,0.0,0.0,1.0,0.0,0.375,0
789.0,789.0,3.0,1.0,0.0,0.0,1.0,0.0,0.375,0
1545.0,1479.0,3.0,1.0,0.0,0.0,1.0,0.0,0.375,0
2649.0,1233.0,,0.0,0.0,1.0,0.0,0.0,0.0,0
1867.0,1233.0,,0.0,0.0,1.0,0.0,0.0,0.0,0
2574.0,2094.0,,0.0,0.0,0.0,1.0,,,0
3343.0,3129.0,,0.0,0.0,0.0,0.0,0.0,0.14285710000000001,0
3027.0,3027.0,,0.0,0.0,0.0,0.0,0.0,0.14285710000000001,0
1475.0,1050.0,,0.0,0.0,0.0,1.0,0.0,1.0,0
1281.0,1281.0,,0.0,0.0,0.0,1.0,0.0,1.0,0
3121.0,1182.0,7.0,0.0,1.0,0.0,0.0,0.0,0.25,0
2935.0,996.0,6.0,0.0,1.0,0.0,0.0,0.0,0.25,0
1938.0,687.0,,0.0,0.0,1.0,0.0,,,1
798.0,642.0,,0.0,0.0,1.0,0.0,,,0
1792.0,1269.0,,0.0,0.0,0.0,1.0,0.0,0.5,0
3349.0,2529.0,,0.0,0.0,0.0,0.0,0.0,0.6666667,0
3656.0,2529.0,,0.0,0.0,0.0,0.0,0.0,0.6666667,0
1539.0,681.0,,1.0,0.0,0.0,0.0,,,0
1570.0,1095.0,9.0,0.0,0.0,0.0,1.0,0.0,0.25,0
1281.0,1215.0,,0.0,0.0,1.0,0.0,0.0,0.5,0
4409.0,2841.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
4977.0,4746.0,39.0,0.0,0.0,0.0,0.0,0.0,0.41666670000000006,0
769.0,270.0,,0.0,0.0,0.0,0.0,0.0,0.7777778000000001,0
775.0,279.0,,1.0,0.0,0.0,0.0,0.0,0.625,0
683.0,270.0,,1.0,0.0,0.0,0.0,0.0,0.625,0
1306.0,1203.0,,0.0,0.0,1.0,1.0,0.0,0.1666667,1
5062.0,3909.0,,0.0,0.0,1.0,1.0,0.0,0.1666667,1
5098.0,3945.0,,0.0,0.0,1.0,1.0,0.0,0.1666667,1
2696.0,948.0,4.0,1.0,0.0,0.0,0.0,0.0,0.375,0
3486.0,3075.0,,0.0,0.0,0.0,0.0,,,1
2734.0,2325.0,,0.0,0.0,0.0,0.0,,,0
5708.0,2820.0,,0.0,0.0,0.0,0.0,0.0,0.25,0
3354.0,2862.0,,0.0,0.0,0.0,0.0,0.0,0.25,0
1082.0,390.0,,0.0,1.0,0.0,1.0,0.0,0.5555555999999999,0
1037.0,345.0,,0.0,1.0,0.0,1.0,0.0,0.5555555999999999,0
1028.0,336.0,,0.0,1.0,0.0,1.0,0.0,0.5555555999999999,0
3277.0,2052.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3278.0,1194.0,,0.0,0.0,0.0,0.0,0.0,0.25,0
2647.0,2409.0,,0.0,0.0,0.0,1.0,,,1
2564.0,2361.0,,0.0,0.0,0.0,1.0,,,1
7240.0,6921.0,,0.0,0.0,0.0,1.0,0.0,0.5,0
7318.0,6999.0,,0.0,0.0,0.0,1.0,0.0,0.5,0
7495.0,7065.0,,0.0,0.0,0.0,1.0,0.0,0.5,0
7648.0,7134.0,,0.0,0.0,0.0,1.0,0.0,0.5,0
7351.0,7032.0,,0.0,0.0,0.0,1.0,0.0,0.5,0
7174.0,6855.0,,0.0,0.0,0.0,1.0,0.0,0.5,0
1001.0,390.0,4.0,0.0,0.0,0.0,1.0,0.0,0.5,0
878.0,285.0,3.0,0.0,0.0,0.0,1.0,0.0,0.5,0
1685.0,528.0,,0.0,0.0,1.0,0.0,0.0,0.3333333,0
5461.0,3357.0,13.0,0.0,0.0,0.0,0.0,0.0,0.2,0
2792.0,621.0,5.0,0.0,0.0,0.0,1.0,0.0,0.2,0
2514.0,1536.0,,0.0,0.0,0.0,1.0,0.0,0.5,0
3707.0,2826.0,,0.0,0.0,0.0,1.0,0.0,0.0,0
2251.0,1428.0,14.0,0.0,0.0,0.0,0.0,0.0,0.2,0
1374.0,1374.0,11.0,0.0,0.0,0.0,0.0,0.0,0.2,0
2778.0,1269.0,,0.0,0.0,0.0,1.0,0.0,0.5,0
2647.0,1269.0,,0.0,0.0,0.0,1.0,0.0,0.5,0
2162.0,1398.0,,0.0,0.0,0.0,0.0,0.0,0.6,0
732.0,690.0,,0.0,0.0,0.0,0.0,0.0,0.6,0
2027.0,1290.0,,0.0,0.0,0.0,0.0,0.0,0.6,0
2148.0,1119.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
4705.0,2361.0,,0.0,0.0,0.0,0.0,,,1
4540.0,2088.0,,0.0,0.0,0.0,0.0,,,0
1761.0,1101.0,,0.0,0.0,0.0,0.0,,,0
1585.0,1026.0,,0.0,0.0,0.0,0.0,,,0
702.0,285.0,,0.0,1.0,0.0,0.0,0.0,0.8571429,0
3997.0,3165.0,,0.0,0.0,0.0,0.0,0.2,0.0,1
3231.0,2700.0,27.0,0.0,1.0,0.0,0.0,0.0,0.6666667,0
2046.0,1953.0,23.0,0.0,1.0,0.0,0.0,0.0,0.6666667,0
1697.0,1602.0,20.0,0.0,1.0,0.0,0.0,0.0,0.6666667,0
1754.0,1659.0,21.0,0.0,1.0,0.0,0.0,0.0,0.6666667,0
1022.0,345.0,3.0,1.0,0.0,0.0,1.0,,,1
1163.0,567.0,4.0,1.0,0.0,0.0,1.0,,,1
3907.0,2025.0,,0.0,0.0,0.0,0.0,0.0,0.25,0
1438.0,1224.0,4.0,0.0,0.0,0.0,1.0,0.0,0.3636364,0
1324.0,1110.0,5.0,0.0,0.0,0.0,1.0,0.0,0.3636364,0
2022.0,1356.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
1772.0,1356.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
554.0,420.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
1082.0,507.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
2995.0,1332.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3415.0,2880.0,27.0,0.0,0.0,0.0,0.0,0.2,0.2,1
2127.0,1596.0,,0.0,0.0,0.0,1.0,,,0
1900.0,1533.0,,0.0,0.0,0.0,1.0,,,0
3466.0,2340.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4893.0,2565.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1
513.0,423.0,,0.0,0.0,1.0,0.0,0.6,0.0,1
513.0,387.0,,0.0,0.0,1.0,0.0,0.6,0.0,1
4234.0,2481.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4224.0,348.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2966.0,2481.0,24.0,0.0,0.0,0.0,0.0,0.2,0.2,1
2601.0,2148.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2569.0,1881.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1223.0,1149.0,7.0,1.0,0.0,0.0,0.0,0.0,0.1666667,0
1852.0,1776.0,12.0,1.0,0.0,0.0,0.0,0.0,0.1666667,0
2815.0,762.0,7.0,0.0,0.0,0.0,0.0,0.0,0.25,0
5904.0,5814.0,41.0,1.0,0.0,0.0,0.0,0.0,0.7777778000000001,0
4018.0,1161.0,8.0,1.0,1.0,0.0,0.0,0.0,0.1666667,0
4012.0,1161.0,9.0,1.0,1.0,0.0,0.0,0.0,0.1666667,0
2129.0,1779.0,,0.0,0.0,1.0,0.0,0.0,0.0,0
2234.0,954.0,,0.0,0.0,0.0,0.0,0.0,0.125,0
1165.0,945.0,6.0,0.0,0.0,0.0,0.0,0.0,0.3333333,0
4837.0,2259.0,,0.0,0.0,0.0,0.0,0.0,0.2666667,0
1683.0,1386.0,,0.0,0.0,0.0,0.0,0.0,0.2666667,0
4917.0,2067.0,,0.0,0.0,0.0,0.0,0.0,0.2666667,0
3791.0,2595.0,27.0,0.0,0.0,0.0,0.0,0.0,0.5,0
944.0,672.0,,0.0,0.0,0.0,0.0,,,0
804.0,708.0,,0.0,0.0,0.0,0.0,,,1
5580.0,1233.0,11.0,0.0,0.0,1.0,1.0,0.0,0.5,0
4203.0,3462.0,,1.0,0.0,1.0,0.0,0.0,0.38461540000000005,0
13816.0,13461.0,69.0,0.0,0.0,0.0,0.0,0.0,0.5454545999999999,0
3145.0,2397.0,15.0,0.0,0.0,0.0,0.0,0.0,0.5454545999999999,0
9198.0,336.0,49.0,0.0,0.0,0.0,0.0,0.0,0.5454545999999999,0
13748.0,2397.0,69.0,0.0,0.0,0.0,0.0,0.0,0.5454545999999999,0
7047.0,6693.0,,0.0,0.0,0.0,1.0,,,0
2288.0,1779.0,,0.0,0.0,0.0,0.0,0.0,0.25,0
8211.0,1431.0,14.0,0.0,0.0,0.0,1.0,0.0,0.75,0
8181.0,1239.0,14.0,0.0,0.0,0.0,1.0,0.0,0.75,0
794.0,522.0,,0.0,0.0,0.0,0.0,,,0
750.0,492.0,,0.0,0.0,0.0,0.0,,,0
2133.0,1524.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0833,0
1740.0,1527.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0833,1
